Chromosome,Pos,Region,Mdiff,Q-value,Gene ID,Gene symbol,Gene name
NC_027318.1,49155118,Intron,23.03,1.1E-09,106579024,LOC106579024,vesicle transport through interaction with t-SNAREs homolog 1A-like
NC_027323.1,4702784,P6K,-20.66,1.1E-09,106584967,LOC106584967,uncharacterized LOC106584967
NC_027309.1,76144612,Intron,20.75,1.1E-09,106560919,LOC106560919,protein NDRG4-like
NC_027308.1,4566311,Flanks,26.88,1.2E-09,106610617,LOC106610617,prostaglandin E2 receptor EP2 subtype-like
NC_027304.1,26830778,Intron,-24.17,1.2E-09,106604562,LOC106604562,leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 2
NC_027310.1,2055810,Intron,23.9,1.2E-09,106561882,LOC106561882,MAM domain-containing glycosylphosphatidylinositol anchor protein 1-like
NC_027300.1,124911307,P6K,20.73,1.2E-09,106565876,LOC106565876,kunitz-type serine protease inhibitor Kunitz-1-like
NC_027328.1,19203129,P6K,-21.79,1.2E-09,106590280,LOC106590280,solute carrier family 12 member 7-like
NC_027321.1,41597317,Intron,21.97,1.2E-09,106583465,LOC106583465,cAMP-dependent protein kinase type II-alpha regulatory subunit-like
NC_027312.1,7843619,Intron,-21.66,1.2E-09,106566447,LOC106566447,syntaphilin-like
NC_027312.1,22017583,Flanks,20.12,1.3E-09,106566688,catsperd,cation channel sperm associated auxiliary subunit delta
NC_027321.1,5410028,Intron,-26.44,1.3E-09,106582673,LOC106582673,neurexophilin-2-like
NC_027321.1,13533438,Intron,22.76,1.3E-09,106582848,LOC106582848,contactin-3-like
NC_027303.1,80399975,Flanks,-21.27,1.3E-09,106604030,LOC106604030,serine/threonine-protein kinase DCLK1-like
NC_027310.1,55305735,Intron,-23.14,1.3E-09,106562994,seizure 6-like protein,seizure 6-like protein
NC_027310.1,53260541,P1K,25.75,1.3E-09,106562970,prkaa1,protein kinase AMP-activated catalytic subunit alpha 1
NC_027320.1,10880542,Intron,22.78,1.3E-09,106581867,hdac4,histone deacetylase 4
NC_027304.1,52356499,Flanks,-21.72,1.4E-09,106605140,LOC106605140,proline-rich nuclear receptor coactivator 2-like
NC_027308.1,12710625,Intron,-21.91,1.4E-09,106610737,spata17,spermatogenesis associated 17
NC_027302.1,47728533,Intron,20.4,1.4E-09,106600618,LOC106600618,BEN domain-containing protein 4-like
NC_027303.1,1885620,Intron,26.58,1.4E-09,106602171,LOC106602171,zeta-sarcoglycan-like
NC_027327.1,8878958,Intron,-28.69,1.4E-09,106589191,LOC106589191,"glutamate receptor ionotropic, NMDA 2C-like"
NC_027300.1,50426440,Intron,20.51,1.4E-09,106605322,LOC106605322,DNA nucleotidylexotransferase
NC_027302.1,22925961,Intron,-22.99,1.5E-09,106599379,LOC106599379,sodium- and chloride-dependent glycine transporter 1-like
NC_027302.1,9306016,P6K,-20.06,1.5E-09,106598404,LOC106598404,low-density lipoprotein receptor-related protein 8-like
NC_027315.1,75607424,Exon,20.05,1.5E-09,106574689,target of Nesh-SH3-like,target of Nesh-SH3-like
NC_027312.1,81211918,Intron,-25.92,1.5E-09,106567782,LOC106567782,stAR-related lipid transfer protein 13-like
NC_027300.1,69846200,Intron,21.62,1.5E-09,106608200,galm,galactose mutarotase
NC_027323.1,26825749,Intron,-24.25,1.5E-09,106585403,LOC106585403,ADAMTS-like protein 2
NC_027322.1,33856731,Intron,20.11,1.5E-09,106584473,LOC106584473,uncharacterized protein KIAA1644 homolog
NC_027304.1,35590372,Intron,28.41,1.6E-09,106604881,LOC106604881,protocadherin alpha-C2-like
NC_027312.1,84672814,Intron,-20.48,1.6E-09,106568109,LOC106568109,roundabout homolog 2-like
NC_027316.1,926106,Exon,-23.47,1.6E-09,106575137,LOC106575137,zinc finger protein 804A-like
NC_027312.1,59451036,Flanks,-22.18,1.7E-09,106567561,LOC106567561,rab effector Noc2-like
NC_027317.1,23274549,Intron,-21.95,1.7E-09,106577125,LOC106577125,"pro-neuregulin-3, membrane-bound isoform-like"
NC_027301.1,28276324,Intron,-23.6,1.7E-09,106582914,LOC106582914,myomesin-3-like
NC_027322.1,11309243,Intron,-23.92,1.7E-09,106584062,LOC106584062,cytochrome P450 2J2-like
NC_027308.1,95582981,Intron,21.27,1.7E-09,106612418,neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 2,neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 2
NC_027319.1,51666104,Intron,-22.69,1.7E-09,106580921,LOC106580921,alpha-2-macroglobulin-like
NC_027304.1,76045268,Intron,-23.77,1.7E-09,106606055,LOC106606055,bcl-2/adenovirus E1B 19 kDa-interacting protein 2-like protein
NC_027319.1,15409749,Intron,-20.0,1.7E-09,106580056,LOC106580056,transient receptor potential cation channel subfamily M member 3-like
NC_027315.1,54524348,Intron,26.75,1.8E-09,106574163,LOC106574163,nuclear receptor subfamily 5 group A member 2-like
NC_027305.1,50645171,Flanks,-20.78,1.8E-09,106607657,LOC106607657,kinase D-interacting substrate of 220 kDa-like
NC_027320.1,29895308,Flanks,-21.76,1.8E-09,106582090,LOC106582090,rho GTPase-activating protein 20-like
NC_027319.1,712174,Intron,24.2,1.8E-09,106579787,fgf12,fibroblast growth factor 12
NC_027314.1,92030216,Exon,-22.48,1.9E-09,106572722,LOC106572722,putative fidgetin-like protein 2
NC_027310.1,55715247,Flanks,-25.62,1.9E-09,106563080,LOC106563080,arrestin domain-containing protein 3-like
NC_027300.1,108852424,Intron,20.16,2.0E-09,106561256,LOC106561256,dymeclin-like
NC_027300.1,58612783,Flanks,-25.71,2.0E-09,106607061,LOC106607061,coiled-coil domain-containing protein 85A-like
NC_027303.1,58616297,Intron,-20.02,2.0E-09,106603676,LOC106603676,protein turtle homolog B-like
NC_027322.1,40765199,Intron,20.11,2.0E-09,106584631,LOC106584631,phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha-like
NC_027328.1,8705298,Flanks,-25.03,2.0E-09,106590089,LOC106590089,protein phosphatase 1 regulatory subunit 3G-like
NC_027320.1,36814256,Intron,-22.9,2.0E-09,106582272,znf385b,zinc finger protein 385B
NC_027311.1,38496081,Intron,-24.73,2.0E-09,106565276,LOC106565276,alpha-1-syntrophin-like
NC_027313.1,38924025,Intron,-23.43,2.1E-09,106569543,LOC106569543,potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2-like
NC_027308.1,107121197,Intron,23.53,2.1E-09,106612562,LOC106612562,MDS1 and EVI1 complex locus protein EVI1-like
NC_027308.1,12297394,P6K,24.96,2.1E-09,100194822,Probable saccharopine dehydrogenase,Probable saccharopine dehydrogenase
NC_027309.1,85903241,Intron,-21.36,2.1E-09,106561209,LOC106561209,hepatocyte growth factor-like
NC_027300.1,27595332,Exon,21.47,2.1E-09,106599078,LOC106599078,potassium voltage-gated channel subfamily H member 5-like
NC_027324.1,7082416,Exon,-25.81,2.1E-09,106586071,LOC106586071,ras-related protein Rab-31-like
NC_027307.1,8399519,Intron,21.74,2.1E-09,106610067,LOC106610067,uncharacterized LOC106610067
NC_027322.1,34115221,Intron,-20.63,2.1E-09,106584453,LOC106584453,transcriptional enhancer factor TEF-3-like
NC_027325.1,9274617,Flanks,20.22,2.2E-09,106586982,LOC106586982,low choriolytic enzyme-like
NC_027305.1,26694877,Flanks,23.71,2.2E-09,106606954,LOC106606954,noggin-1-like
NC_027315.1,9804059,Intron,23.25,2.2E-09,106573253,LOC106573253,protein HOS4-like
NC_027319.1,17828146,Flanks,21.38,2.2E-09,106580220,LOC106580220,DNA translocase FtsK-like
NC_027314.1,67628983,Intron,-24.68,2.3E-09,106572187,LOC106572187,tyrosine-protein phosphatase non-receptor type 11-like
NC_027300.1,146264753,Exon,21.2,2.3E-09,106570334,LOC106570334,protein CYR61-like
NC_027302.1,31468572,Intron,-22.64,2.3E-09,106599832,LOC106599832,acid-sensing ion channel 1-like
NC_027318.1,30039284,Intron,-26.6,2.3E-09,106578691,LOC106578691,delta-type opioid receptor-like
NC_027315.1,61024809,Intron,20.69,2.4E-09,106574335,amyloid beta A4 protein-like,amyloid beta A4 protein-like
NC_027309.1,89892367,Flanks,-25.91,2.4E-09,106561313,trim44,tripartite motif containing 44
NC_027312.1,47238340,Intron,-23.64,2.4E-09,106567397,mtmr4,myotubularin related protein 4
NC_027300.1,92828045,P250,-24.99,2.4E-09,106612589,LOC106612589,serine/threonine-protein kinase ICK-like
NC_027312.1,40359342,P6K,32.44,2.4E-09,106567195,LOC106567195,uncharacterized LOC106567195
NC_027321.1,36837633,Intron,-20.83,2.4E-09,106583566,LOC106583566,CUGBP Elav-like family member 4
NC_027311.1,18442342,Intron,20.31,2.5E-09,106564713,LOC106564713,"alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B-like"
NC_027321.1,54837474,Intron,-20.19,2.5E-09,106583727,LOC106583727,metabotropic glutamate receptor 7-like
NC_027323.1,2035636,Exon,22.63,2.5E-09,106584908,LOC106584908,uncharacterized LOC106584908
NC_027327.1,13366187,P6K,28.45,2.6E-09,106589519,LOC106589519,zinc finger protein 420-like
NC_027318.1,70395057,Exon,-25.09,2.6E-09,106579603,LOC106579603,polypeptide N-acetylgalactosaminyltransferase 11-like
NC_027313.1,41151591,Flanks,-28.43,2.6E-09,106569616,LOC106569616,insulin receptor-like
NC_027302.1,20786398,Intron,-20.41,2.6E-09,106599461,LOC106599461,solute carrier organic anion transporter family member 5A1-like
NC_027308.1,63663030,Intron,-27.84,2.6E-09,106611741,LOC106611741,disks large homolog 3-like
NC_027309.1,65050595,Intron,-23.47,2.6E-09,106560750,LOC106560750,zinc finger protein 609-like
NC_027316.1,52910814,Intron,21.23,2.6E-09,106576555,LOC106576555,EF-hand calcium-binding domain-containing protein 4B-like
NC_027321.1,229175,Flanks,22.54,2.7E-09,106582625,LOC106582625,charged multivesicular body protein 4b-like
NC_027300.1,149278418,Intron,21.29,2.7E-09,106571385,nrg1,neuregulin 1
NC_027315.1,54524335,Intron,26.54,2.7E-09,106574163,LOC106574163,nuclear receptor subfamily 5 group A member 2-like
NC_027303.1,6894322,Flanks,-22.07,2.8E-09,106602299,LOC106602299,group XIIA secretory phospholipase A2-like
NC_027301.1,62413822,P6K,-22.28,2.8E-09,106591736,LOC106591736,zinc finger matrin-type protein 4-like
NC_027312.1,76268891,Intron,-21.63,2.9E-09,106567929,LOC106567929,glycerophosphodiester phosphodiesterase domain-containing protein 5-like
NC_027321.1,13533459,Intron,22.07,2.9E-09,106582848,LOC106582848,contactin-3-like
NC_027303.1,67312093,Intron,22.11,2.9E-09,106603792,LOC106603792,GRAM domain-containing protein 1B-like
NC_027308.1,118248779,Intron,-20.86,3.0E-09,106612967,LOC106612967,kin of IRRE-like protein 3
NC_027328.1,9656593,Flanks,-20.48,3.2E-09,100286695,DnaJ homolog subfamily B member 6-B,DnaJ homolog subfamily B member 6-B
NC_027313.1,68788719,Intron,20.15,3.3E-09,106570304,LOC106570304,DNA topoisomerase 2-beta-like
NC_027313.1,49171396,Intron,-22.31,3.3E-09,106569808,LOC106569808,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1-like"
NC_027303.1,57949534,Intron,-21.04,3.3E-09,106603642,LOC106603642,cell adhesion molecule 1-like
NC_027328.1,13864323,Intron,-21.94,3.3E-09,106590184,LOC106590184,transmembrane protein 108-like
NC_027309.1,77811398,Intron,21.03,3.4E-09,106560870,LOC106560870,cadherin-13-like
NC_027316.1,2541052,Intron,24.85,3.4E-09,106575122,LOC106575122,neural cell adhesion molecule 2-like
NC_027306.1,26901383,Intron,-29.38,3.5E-09,106609050,LOC106609050,5-hydroxytryptamine receptor 2C-like
NC_027303.1,21580290,Intron,-24.86,3.6E-09,106602757,ctnna2,catenin alpha 2
NC_027309.1,23934226,Flanks,31.1,3.6E-09,106613877,fxr1,FMR1 autosomal homolog 1
NC_027301.1,43855882,Flanks,21.54,3.6E-09,106585555,LOC106585555,glial fibrillary acidic protein-like
NC_027316.1,2541041,Intron,21.66,3.6E-09,106575122,LOC106575122,neural cell adhesion molecule 2-like
NC_027306.1,24379720,P6K,22.18,3.6E-09,106608979,LOC106608979,E3 ubiquitin-protein ligase TRIM39-like
NC_027317.1,3184762,Intron,-20.32,3.7E-09,106576879,LOC106576879,kinesin light chain 1-like
NC_027314.1,43849285,Flanks,-20.21,3.8E-09,106571728,LOC106571728,uncharacterized protein C14orf132-like
NC_027319.1,40050787,P6K,28.34,3.8E-09,106580709,LOC106580709,5-hydroxytryptamine receptor 1A-alpha-like
NC_027318.1,71128035,Flanks,20.58,3.8E-09,106579591,LOC106579591,heparan-sulfate 6-O-sulfotransferase 1-B
NC_027311.1,42285172,Intron,-23.16,3.8E-09,106565213,plxna1,plexin A1
NC_027307.1,15454192,Flanks,-21.36,4.0E-09,106610237,LOC106610237,"type II inositol 3,4-bisphosphate 4-phosphatase-like"
NC_027308.1,1176423,Intron,-24.33,4.2E-09,106610595,LOC106610595,MAM domain-containing glycosylphosphatidylinositol anchor protein 1-like
NC_027300.1,147704953,Intron,20.02,4.2E-09,106571161,ctxn3,cortexin 3
NC_027319.1,42870228,Intron,-20.24,4.3E-09,106580667,LOC106580667,sodium/potassium-transporting ATPase subunit beta-3-like
NC_027304.1,67416368,Intron,20.05,4.3E-09,106605589,LOC106605589,carcinoembryonic antigen-related cell adhesion molecule 18-like
NC_027306.1,41021380,Intron,-20.18,4.5E-09,106609348,podxl,podocalyxin like
NC_027303.1,43428366,Intron,23.75,4.5E-09,106603307,LOC106603307,relaxin receptor 1-like
NC_027318.1,4377744,Exon,-26.12,4.5E-09,106578335,LOC106578335,calpain-15-like
NC_027301.1,62413813,P6K,-21.74,4.5E-09,106591736,LOC106591736,zinc finger matrin-type protein 4-like
NC_027305.1,62795624,Intron,20.79,4.6E-09,106607948,LOC106607948,failed axon connections homolog
NC_027316.1,45733935,Intron,27.0,4.6E-09,106576317,LOC106576317,synaptotagmin-1-like
NC_027317.1,47730616,Intron,23.43,4.7E-09,106577545,LOC106577545,equilibrative nucleoside transporter 2-like
NC_027311.1,48153627,Intron,29.45,4.9E-09,106565479,LOC106565479,metabotropic glutamate receptor 3-like
NC_027309.1,91188968,Intron,-22.47,5.1E-09,106561306,lrrc4c,leucine rich repeat containing 4C
NC_027308.1,50185558,Intron,-21.75,5.2E-09,106611507,LOC106611507,protein diaphanous homolog 2-like
NC_027309.1,43024119,Exon,20.4,5.3E-09,106560487,angptl3,angiopoietin like 3
NC_027307.1,10714329,Intron,24.78,5.3E-09,106610160,"attractin, transcript variant X2",attractin
NC_027313.1,35810746,Exon,21.36,5.3E-09,106569468,LOC106569468,protocadherin-8-like
NC_027312.1,40034205,Intron,-21.41,5.4E-09,106567181,LOC106567181,diacylglycerol kinase alpha-like
NC_027303.1,8213629,Flanks,-23.07,5.4E-09,106602338,ATP-binding cassette sub-family G member 2-like,ATP-binding cassette sub-family G member 2-like
NC_027318.1,72367134,Intron,-22.71,5.6E-09,106579657,LOC106579657,receptor-type tyrosine-protein phosphatase mu-like
NC_027319.1,18532747,Flanks,-22.31,5.6E-09,106579972,LOC106579972,calcium-binding mitochondrial carrier protein SCaMC-2-A-like
NC_027317.1,44821466,Intron,-20.73,5.7E-09,106577495,LOC106577495,actin filament-associated protein 1-like
NC_027309.1,44437723,Intron,23.25,5.8E-09,106560528,tspan1,tetraspanin 1
NC_027316.1,32851200,Intron,-22.92,5.8E-09,106575994,LOC106575994,protein FAM19A5-like
NC_027321.1,46388210,Flanks,22.47,6.0E-09,106583601,LOC106583601,disks large-associated protein 4-like
NC_027313.1,9522315,Flanks,-25.38,6.0E-09,106568737,LOC106568737,potassium channel subfamily T member 2-like
NC_027315.1,64163820,Intron,-20.46,6.0E-09,100136384,aryl hydrocarbon receptor 2 delta,aryl hydrocarbon receptor 2 delta
NC_027317.1,3590614,Intron,-26.38,6.0E-09,100195577,rassf4,Ras association domain family member 4
NC_027305.1,84480511,Flanks,25.11,6.1E-09,106608341,LOC106608341,tyrosine-protein kinase Lck-like
NC_027305.1,56403178,Intron,-24.38,6.1E-09,100195337,tpd52l1,TPD52 like 1
NC_027325.1,28853287,Intron,-22.34,6.2E-09,106587564,LOC106587564,carbohydrate sulfotransferase 8-like
NC_027302.1,40165305,Exon,24.15,6.3E-09,106600493,LOC106600493,cell adhesion molecule 3-like
NC_027310.1,73305364,Intron,-21.38,6.3E-09,106563375,LOC106563375,neuroligin-2-like
NC_027326.1,13691924,Intron,-22.43,6.4E-09,106588253,LOC106588253,3-hydroxybutyrate dehydrogenase type 2-like
NC_027314.1,52517704,Intron,-23.52,6.6E-09,106571830,LOC106571830,SAM and SH3 domain-containing protein 1-like
NC_027325.1,9208641,Intron,24.3,6.6E-09,106587097,LOC106587097,CUGBP Elav-like family member 1
NC_027302.1,55176079,Intron,-21.98,6.9E-09,106600876,LOC106600876,corticotropin-releasing factor receptor 1-like
NC_027318.1,49155058,Intron,-22.93,7.0E-09,106579024,LOC106579024,vesicle transport through interaction with t-SNAREs homolog 1A-like
NC_027309.1,73004590,P6K,-20.68,7.0E-09,106560986,transcriptional enhancer factor TEF-3-like,transcriptional enhancer factor TEF-3-like
NC_027309.1,73004615,P6K,-20.68,7.0E-09,106560986,transcriptional enhancer factor TEF-3-like,transcriptional enhancer factor TEF-3-like
NC_027311.1,20678153,Intron,-24.06,7.2E-09,106564664,LOC106564664,septin-9-like
NC_027312.1,9528889,Intron,-25.24,7.2E-09,106566479,LOC106566479,protein NDRG3-like
NC_027318.1,30901920,Intron,20.76,7.2E-09,106578677,LOC106578677,"arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1-like"
NC_027310.1,34123796,Intron,26.44,7.6E-09,106562546,dmX-like protein 2,dmX-like protein 2
NC_027311.1,69255824,P6K,-25.11,7.6E-09,106565803,LOC106565803,tubulin monoglycylase TTLL3-like
NC_027306.1,39834294,Intron,22.46,7.6E-09,100329176,gata3,GATA-binding protein 3
NC_027321.1,28617583,Exon,-21.95,7.7E-09,106583155,LOC106583155,uncharacterized protein C3orf20-like
NC_027318.1,39005890,Intron,-29.21,7.8E-09,106578846,LOC106578846,canalicular multispecific organic anion transporter 2-like
NC_027313.1,66027413,P6K,-22.2,7.9E-09,106570239,LOC106570239,SH3 domain-binding glutamic acid-rich-like protein 3
NC_027318.1,27200496,Exon,23.49,7.9E-09,106578603,LOC106578603,disks large-associated protein 1-like
NC_027312.1,15049305,Exon,28.55,8.0E-09,106566602,LOC106566602,protein FAM208A-like
NC_027328.1,14159954,Intron,-21.93,8.0E-09,106590190,gli3,GLI family zinc finger 3
NW_012348242.1,19303,P6K,-22.17,8.3E-09,106592455,plk1,polo like kinase 1
NC_027318.1,56536450,Exon,24.43,8.3E-09,106579147,med1,mediator complex subunit 1
NC_027317.1,17405118,Exon,23.3,8.4E-09,106576999,bfsp1,beaded filament structural protein 1
NC_027315.1,54133622,Intron,-24.31,8.6E-09,106574165,LOC106574165,calmodulin-regulated spectrin-associated protein 2-like
NC_027322.1,9225397,Intron,-20.26,9.1E-09,106584031,LOC106584031,VWFA and cache domain-containing protein 1
NC_027309.1,96612599,Intron,-21.7,9.1E-09,106561385,LOC106561385,tetraspanin-9-like
NC_027320.1,45365930,Intron,-23.64,9.4E-09,106582395,LOC106582395,parathyroid hormone 2 receptor-like
NC_027305.1,29745016,Exon,21.96,9.5E-09,106607048,LOC106607048,permeability factor 2-like
NC_027318.1,29970763,Intron,23.78,9.5E-09,106578695,LOC106578695,"M-protein, striated muscle-like"
NC_027318.1,1370581,Exon,-29.36,9.5E-09,106578280,LOC106578280,uncharacterized protein KIAA0556-like
NC_027301.1,67067482,Flanks,-22.31,9.5E-09,106593583,LOC106593583,gastrula zinc finger protein XlCGF26.1-like
NC_027301.1,45467789,Intron,-23.52,9.6E-09,106588110,LOC106588110,regulatory-associated protein of mTOR
NC_027322.1,17486919,Flanks,-24.29,9.7E-09,106584155,LOC106584155,volume-regulated anion channel subunit LRRC8D-like
NC_027312.1,34185739,Intron,21.81,9.9E-09,106567031,LOC106567031,dihydropyridine-sensitive L-type skeletal muscle calcium channel subunit alpha-1-like
NC_027311.1,25873954,Intron,-22.35,1.0E-08,106564874,LOC106564874,"fumarate hydratase, mitochondrial-like"
NC_027311.1,66669731,Intron,24.6,1.0E-08,106565849,LOC106565849,calcium-dependent secretion activator 1
NC_027327.1,15714947,Intron,23.33,1.1E-08,106589589,cyth3,cytohesin 3
NC_027310.1,73881626,Intron,20.36,1.1E-08,106563397,LOC106563397,gamma-aminobutyric acid receptor subunit beta-4-like
NW_012351633.1,10986,Exon,31.69,1.1E-08,106594039,LOC106594039,"beta-1,3-galactosyltransferase 2-like"
NC_027308.1,3512187,Intron,-22.85,1.1E-08,106610604,LOC106610604,uncharacterized LOC106610604
NC_027300.1,71586520,Exon,-31.1,1.1E-08,106608577,LOC106608577,neurofilament medium polypeptide-like
NC_027324.1,19173587,Intron,21.15,1.1E-08,106586306,LOC106586306,transmembrane protein 163-like
NC_027308.1,102907316,P6K,21.95,1.1E-08,100306842,v-crk sarcoma virus CT10 oncogene homolog (avian),v-crk sarcoma virus CT10 oncogene homolog (avian)
NC_027312.1,56767100,Intron,21.19,1.2E-08,106567545,LOC106567545,GRAM domain-containing protein 1B-like
NC_027302.1,86895367,Intron,-20.39,1.2E-08,106601935,LOC106601935,BTB/POZ domain-containing protein 17-like
NC_027313.1,65329785,Flanks,21.8,1.2E-08,106570219,LOC106570219,"KH domain-containing, RNA-binding, signal transduction-associated protein 3-like"
NC_027302.1,14955564,P6K,20.0,1.2E-08,106599098,LOC106599098,prostaglandin G/H synthase 2-like
NC_027300.1,15831189,Intron,-21.47,1.2E-08,106570958,LOC106570958,estrogen-related receptor gamma-like
NC_027306.1,9225786,Intron,-21.15,1.2E-08,106608576,LOC106608576,ankyrin-2-like
NC_027308.1,23119970,Intron,-20.53,1.2E-08,100306786,exocyst complex component 5,exocyst complex component 5
NC_027301.1,30027380,Intron,-21.6,1.3E-08,106583195,LOC106583195,"glutamate receptor ionotropic, kainate 3-like"
NC_027328.1,25004680,Intron,26.06,1.3E-08,106590406,LOC106590406,alanine aminotransferase 2-like
NC_027302.1,15859467,Intron,23.63,1.3E-08,106599137,rwdd3,RWD domain containing 3
NC_027317.1,46989536,Intron,-20.86,1.4E-08,106577539,LOC106577539,neurexin-2-like
NC_027300.1,26437479,Exon,22.2,1.4E-08,106596382,LOC106596382,ataxin-3-like
NC_027327.1,27213015,Intron,23.34,1.5E-08,106589809,LOC106589809,transcription elongation factor B polypeptide 3-like
NC_027314.1,85187815,Intron,-20.05,1.5E-08,106572548,LOC106572548,"membrane-associated guanylate kinase, WW and PDZ domain-containing protein 3-like"
NC_027304.1,11696743,Intron,-23.81,1.5E-08,106604291,LOC106604291,uncharacterized LOC106604291
NC_027309.1,13459788,P6K,20.29,1.5E-08,106613590,LOC106613590,diphthine methyl ester synthase-like
NC_027311.1,5819679,Flanks,21.04,1.6E-08,106564193,calmodulin-regulated spectrin-associated protein 3-like,calmodulin-regulated spectrin-associated protein 3-like
NC_027324.1,13871217,P6K,-23.05,1.6E-08,106586207,LOC106586207,collagen alpha-1(XXVIII) chain-like
NC_027306.1,32639223,Intron,-26.3,1.6E-08,106609115,LOC106609115,kinesin-like protein KIF21A
NC_027308.1,33300039,Exon,24.5,1.6E-08,100380626,LOC100380626,E3 ubiquitin-protein ligase HECTD1
NC_027324.1,31169617,P6K,25.71,1.7E-08,106586596,LOC106586596,serine/threonine-protein kinase LATS2-like
NC_027313.1,58474340,Exon,-24.98,1.7E-08,106569981,LOC106569981,"glutamate receptor ionotropic, kainate 5-like"
NC_027308.1,16909137,Intron,-29.51,1.7E-08,106610804,ralgapa2,Ral GTPase activating protein catalytic alpha subunit 2
NC_027303.1,22638887,Flanks,-24.86,1.7E-08,106602750,dchs2,dachsous cadherin-related 2
NC_027324.1,33043517,P6K,24.39,1.8E-08,106586627,LOC106586627,vang-like protein 1
NC_027318.1,69833618,Intron,-20.33,1.8E-08,106579565,LOC106579565,dipeptidyl aminopeptidase-like protein 6
NC_027303.1,19496627,P6K,-20.72,1.8E-08,106602684,LOC106602684,butyrophilin subfamily 1 member A1-like
NC_027305.1,37685024,Intron,-25.75,1.8E-08,106607294,LOC106607294,inactive phospholipase C-like protein 2
NC_027315.1,56989265,Exon,26.5,1.8E-08,106574206,"tumor protein p63, transcript variant X1",tumor protein p63
NC_027318.1,70395085,Exon,-20.29,1.8E-08,106579603,LOC106579603,polypeptide N-acetylgalactosaminyltransferase 11-like
NC_027311.1,47932003,Flanks,-20.31,1.9E-08,106565323,LOC106565323,voltage-dependent calcium channel subunit alpha-2/delta-3-like
NC_027300.1,109131891,Flanks,-21.05,1.9E-08,106561354,LOC106561354,alpha-synuclein-like
NC_027323.1,14605659,Flanks,20.98,2.0E-08,106585031,LOC106585031,"28S ribosomal protein S36, mitochondrial-like"
NC_027300.1,152015915,Flanks,-23.15,2.1E-08,106571798,fibrillin 2,fibrillin 2
NC_027326.1,37530680,Flanks,22.44,2.1E-08,106589062,LOC106589062,uncharacterized LOC106589062
NC_027325.1,28891409,Intron,23.55,2.2E-08,106587564,LOC106587564,carbohydrate sulfotransferase 8-like
NC_027304.1,51711788,Intron,20.76,2.2E-08,106605132,LOC106605132,R-spondin-1-like
NC_027300.1,26437491,Exon,23.07,2.3E-08,106596382,LOC106596382,ataxin-3-like
NC_027314.1,25933940,Flanks,-22.65,2.3E-08,100194994,Ribonucleoside-diphosphate reductase subunit M2,Ribonucleoside-diphosphate reductase subunit M2
NC_027303.1,67251912,P1K,20.28,2.3E-08,106603792,LOC106603792,GRAM domain-containing protein 1B-like
NW_012343443.1,38341,Exon,-21.15,2.3E-08,100380811,glutamate decarboxylase-like 1,glutamate decarboxylase like 1
NC_027308.1,92513782,Intron,22.97,2.4E-08,106612355,LOC106612355,collagen alpha-5(IV) chain-like
NC_027310.1,81568547,Flanks,-20.23,2.5E-08,106563718,LOC106563718,liver-expressed antimicrobial peptide 2-like
NW_012347317.1,22905,Exon,24.73,2.5E-08,106591856,LOC106591856,zinc finger protein 106-like
NC_027326.1,17979073,P1K,20.81,2.5E-08,106588636,LOC106588636,uncharacterized LOC106588636
NC_027320.1,44762823,Flanks,-22.89,2.5E-08,106582388,LOC106582388,uncharacterized LOC106582388
NC_027312.1,38396971,Intron,-22.69,2.6E-08,106567148,LOC106567148,basement membrane-specific heparan sulfate proteoglycan core protein-like
NC_027321.1,14440955,Flanks,-24.91,2.6E-08,106582857,LOC106582857,2-epi-5-epi-valiolone synthase-like
NC_027324.1,13874578,P6K,20.48,2.7E-08,106586207,LOC106586207,collagen alpha-1(XXVIII) chain-like
NC_027323.1,31374949,Intron,-24.65,2.7E-08,106585673,LOC106585673,ankyrin repeat domain-containing protein 13A-like
NC_027312.1,71559572,Intron,20.08,2.7E-08,106568000,LOC106568000,delta-sarcoglycan-like
NC_027318.1,22063020,Intron,20.84,2.7E-08,106578577,LOC106578577,cadherin-10-like
NC_027302.1,24571019,Intron,-22.44,2.7E-08,106599337,LOC106599337,disks large-associated protein 1-like
NC_027318.1,62988140,Intron,22.03,2.7E-08,106579414,"pro-neuregulin-3, membrane-bound isoform-like","pro-neuregulin-3, membrane-bound isoform-like"
NC_027304.1,74717548,Intron,-20.38,2.8E-08,106606016,"erythrocyte membrane protein band 4.1 like 4B, transcript variant X3",erythrocyte membrane protein band 4.1 like 4B
NC_027315.1,32009084,Intron,-21.66,2.8E-08,106573705,LOC106573705,zinc finger protein 423
NC_027302.1,65010818,Intron,-23.92,2.8E-08,106601211,LOC106601211,UPF0562 protein C7orf55 homolog
NC_027320.1,29973530,Flanks,23.95,2.9E-08,106582089,cenpj,centromere protein J
